CustomerID;Segment_Name;Recency;Frequency;Monetary;Cluster
17685.0;Dormant / At Risk;16;7;3191.5299999999993;0
14761.0;Dormant / At Risk;58;2;255.90000000000003;0
17737.0;Dormant / At Risk;9;2;168.24;0
17374.0;Regular Customers;218;2;495.7699999999999;2
14805.0;Dormant / At Risk;15;4;554.65;0
13109.0;Dormant / At Risk;59;2;786.5400000000001;0
14880.0;Dormant / At Risk;77;3;706.1900000000002;0
17181.0;Dormant / At Risk;57;2;239.91999999999996;0
13161.0;Regular Customers;313;1;112.75;2
17850.0;Regular Customers;372;2;5391.210000000009;2
16127.0;Dormant / At Risk;39;1;656.2500000000001;0
16333.0;VIP / Loyalists;7;13;26626.8;4
14395.0;VIP / Loyalists;2;9;3507.710000000001;4
16835.0;Dormant / At Risk;128;2;180.85000000000002;0
14691.0;Dormant / At Risk;30;4;2114.3299999999995;0
13939.0;Dormant / At Risk;23;3;568.5499999999998;0
14178.0;Dormant / At Risk;8;7;1620.93;0
15393.0;Dormant / At Risk;16;2;231.86;0
16499.0;Regular Customers;360;2;365.45;2
13268.0;VIP / Loyalists;17;10;3214.6899999999996;4
14359.0;Dormant / At Risk;19;3;912.1800000000002;0
18265.0;Dormant / At Risk;72;2;801.5100000000001;0
16416.0;Dormant / At Risk;26;3;1051.3999999999999;0
13177.0;Dormant / At Risk;64;1;282.45;0
18084.0;Dormant / At Risk;16;1;90.47999999999999;0
17616.0;Regular Customers;173;3;571.2;2
16033.0;VIP / Loyalists;5;18;8816.399999999987;4
16354.0;Dormant / At Risk;63;2;395.79999999999995;0
14241.0;Regular Customers;183;1;213.70000000000002;2
15724.0;Regular Customers;201;2;218.25;2
16270.0;Regular Customers;353;1;1141.2399999999996;2
13744.0;Dormant / At Risk;95;2;1156.36;0
14246.0;Dormant / At Risk;110;3;1474.0600000000006;0
15075.0;Dormant / At Risk;77;1;773.0300000000002;0
17262.0;Dormant / At Risk;52;4;1253.3600000000001;0
12950.0;Dormant / At Risk;2;3;1843.0;0
16222.0;Regular Customers;318;1;846.7200000000007;2
16881.0;Dormant / At Risk;66;1;432.0;0
14009.0;Regular Customers;198;2;695.6099999999999;2
18001.0;Dormant / At Risk;12;2;417.23;0
15695.0;Regular Customers;266;1;409.9800000000001;2
15204.0;Regular Customers;357;1;316.58000000000004;2
13639.0;Dormant / At Risk;74;1;1033.3400000000001;0
13352.0;Dormant / At Risk;60;1;397.9800000000001;0
17750.0;VIP / Loyalists;5;9;1797.5699999999997;4
12994.0;Dormant / At Risk;4;3;974.42;0
15856.0;VIP / Loyalists;4;21;16387.570000000003;4
17594.0;Dormant / At Risk;85;2;993.1799999999995;0
16744.0;Dormant / At Risk;11;7;1304.7599999999993;0
14440.0;Dormant / At Risk;8;5;2357.6800000000003;0
17655.0;Dormant / At Risk;10;7;2638.9400000000023;0
13566.0;Dormant / At Risk;40;2;874.7099999999997;0
15402.0;Regular Customers;148;2;626.7699999999999;2
15051.0;Dormant / At Risk;23;3;1391.6100000000001;0
16954.0;Dormant / At Risk;0;8;2085.0800000000004;0
13918.0;Dormant / At Risk;49;2;1212.8400000000001;0
18135.0;Dormant / At Risk;29;5;681.9100000000001;0
15885.0;Dormant / At Risk;92;3;379.34999999999997;0
15551.0;Dormant / At Risk;36;1;436.05999999999995;0
15472.0;Dormant / At Risk;113;1;371.56;0
14819.0;Dormant / At Risk;64;2;272.06999999999994;0
13338.0;Regular Customers;157;1;487.02;2
14619.0;Regular Customers;245;1;394.43999999999994;2
18022.0;Dormant / At Risk;35;1;668.1100000000002;0
15175.0;Dormant / At Risk;71;1;224.14000000000007;0
18169.0;Dormant / At Risk;60;1;202.65000000000003;0
17623.0;Dormant / At Risk;32;1;527.05;0
12925.0;Dormant / At Risk;4;2;694.0499999999998;0
16136.0;Dormant / At Risk;59;3;709.3800000000002;0
13388.0;Dormant / At Risk;131;1;677.1000000000001;0
14409.0;Dormant / At Risk;71;5;2059.45;0
16667.0;Dormant / At Risk;68;2;570.1299999999998;0
16515.0;Dormant / At Risk;52;5;1627.1300000000006;0
15089.0;Dormant / At Risk;10;6;2420.8400000000024;0
15938.0;Dormant / At Risk;112;5;404.58;0
17505.0;Regular Customers;161;2;1145.84;2
18231.0;Regular Customers;192;5;2083.2700000000013;2
16187.0;VIP / Loyalists;31;11;6911.439999999999;4
15315.0;Dormant / At Risk;64;2;570.5;0
18211.0;Dormant / At Risk;25;5;600.07;0
14368.0;Regular Customers;319;1;155.00000000000003;2
16378.0;Regular Customers;247;3;362.95000000000005;2
17164.0;Dormant / At Risk;32;5;2467.350000000001;0
18119.0;Regular Customers;367;1;181.11999999999998;2
13049.0;Dormant / At Risk;64;2;656.6800000000002;0
18146.0;Dormant / At Risk;140;2;160.35;0
14829.0;Dormant / At Risk;29;4;697.55;0
13822.0;Dormant / At Risk;5;2;632.0000000000001;0
17356.0;Regular Customers;311;1;178.21999999999997;2
15256.0;Regular Customers;148;1;98.45;2
14966.0;Dormant / At Risk;14;1;191.3199999999999;0
14301.0;Dormant / At Risk;117;1;640.14;0
13922.0;Regular Customers;351;1;172.24999999999997;2
14099.0;VIP / Loyalists;16;11;3104.1700000000005;4
18041.0;VIP / Loyalists;11;20;4183.389999999995;4
13093.0;Regular Customers;275;7;7832.469999999998;2
13317.0;Dormant / At Risk;66;4;2273.679999999999;0
18223.0;VIP / Loyalists;4;13;6484.540000000004;4
13831.0;Dormant / At Risk;16;6;2202.99;0
16930.0;Dormant / At Risk;26;2;380.55000000000007;0
15811.0;Dormant / At Risk;22;6;2218.6199999999994;0
14295.0;Dormant / At Risk;40;1;166.2;0
16882.0;Dormant / At Risk;66;3;705.1199999999998;0
15707.0;Dormant / At Risk;35;4;945.5799999999999;0
17625.0;Dormant / At Risk;18;4;2047.0000000000011;0
15569.0;Dormant / At Risk;103;4;1375.7100000000003;0
14823.0;Regular Customers;180;2;321.4299999999999;2
14929.0;Dormant / At Risk;32;1;223.88;0
17135.0;Dormant / At Risk;16;5;1139.7299999999998;0
14163.0;Dormant / At Risk;87;4;2445.9100000000008;0
15385.0;Dormant / At Risk;40;1;316.88;0
14128.0;Dormant / At Risk;60;2;637.5000000000001;0
13694.0;High Value;3;35;65039.620000000024;3
16767.0;Dormant / At Risk;30;8;5580.599999999999;0
14852.0;Dormant / At Risk;58;5;2836.6899999999982;0
16912.0;Dormant / At Risk;28;6;2575.380000000001;0
12919.0;Dormant / At Risk;8;6;1335.1899999999998;0
13928.0;Dormant / At Risk;10;4;464.56999999999994;0
16919.0;VIP / Loyalists;156;11;2596.4499999999994;4
15260.0;Dormant / At Risk;100;6;1810.77;0
13862.0;Dormant / At Risk;18;8;2209.360000000001;0
14682.0;Regular Customers;187;2;52.0;2
17859.0;Regular Customers;304;1;148.21;2
16189.0;Dormant / At Risk;15;2;215.47999999999996;0
14512.0;Regular Customers;187;2;275.28;2
14286.0;Dormant / At Risk;23;3;4628.749999999998;0
15083.0;Regular Customers;256;1;88.19999999999999;2
14953.0;Dormant / At Risk;25;1;289.82;0
12842.0;Dormant / At Risk;70;2;1118.99;0
13279.0;Dormant / At Risk;78;1;137.75;0
18071.0;Regular Customers;257;2;453.0;2
16598.0;Regular Customers;285;1;145.05;2
12938.0;Dormant / At Risk;25;1;114.14;0
17375.0;Regular Customers;199;3;400.09999999999985;2
16796.0;Dormant / At Risk;89;1;305.62;0
15288.0;Dormant / At Risk;43;5;2306.519999999999;0
16161.0;VIP / Loyalists;1;19;5575.559999999998;4
15985.0;Dormant / At Risk;123;2;1142.42;0
17341.0;Regular Customers;156;2;781.3600000000001;2
13755.0;Dormant / At Risk;3;8;2161.3500000000013;0
15484.0;Dormant / At Risk;1;4;3594.3099999999995;0
15581.0;VIP / Loyalists;120;12;3679.9700000000003;4
13208.0;Dormant / At Risk;58;6;1223.8999999999999;0
17523.0;Dormant / At Risk;11;3;652.7400000000001;0
17764.0;Dormant / At Risk;50;2;818.8200000000002;0
14859.0;Dormant / At Risk;12;3;1353.739999999999;0
17960.0;Regular Customers;171;1;73.78;2
16963.0;Regular Customers;187;1;110.55000000000001;2
18040.0;Dormant / At Risk;19;2;357.20000000000005;0
16133.0;VIP / Loyalists;3;29;14589.039999999997;4
15045.0;Regular Customers;151;2;735.6600000000001;2
14293.0;Dormant / At Risk;3;4;1046.5599999999993;0
15841.0;Dormant / At Risk;72;4;1224.0600000000004;0
15544.0;VIP / Loyalists;9;9;3546.709999999995;4
17799.0;VIP / Loyalists;22;9;3055.9299999999967;4
16243.0;Dormant / At Risk;33;2;409.09999999999974;0
16989.0;Dormant / At Risk;7;6;1133.25;0
15038.0;Dormant / At Risk;58;6;705.4899999999997;0
14224.0;Dormant / At Risk;110;4;1050.1200000000001;0
14499.0;Dormant / At Risk;26;3;815.32;0
18233.0;Regular Customers;325;1;440.0;2
14304.0;Regular Customers;222;1;383.45000000000005;2
13932.0;Regular Customers;294;1;307.4;2
17553.0;Dormant / At Risk;129;1;1487.6;0
15307.0;Dormant / At Risk;95;1;205.3;0
13328.0;Regular Customers;316;1;1308.48;2
16959.0;Dormant / At Risk;87;1;117.35000000000001;0
16311.0;Dormant / At Risk;17;2;616.26;0
17865.0;VIP / Loyalists;30;16;10526.319999999998;4
12909.0;Dormant / At Risk;39;4;2178.67;0
14808.0;Dormant / At Risk;39;6;2741.169999999997;0
16283.0;Dormant / At Risk;5;5;1570.8099999999993;0
14985.0;Regular Customers;198;2;296.7499999999999;2
16619.0;Regular Customers;263;1;226.21;2
14280.0;Regular Customers;196;1;134.04;2
14248.0;Regular Customers;318;1;302.58;2
14379.0;Dormant / At Risk;44;2;348.1;0
14882.0;Dormant / At Risk;26;2;589.7;0
15570.0;VIP / Loyalists;7;12;4165.52;4
17419.0;VIP / Loyalists;11;11;4226.57;4
13376.0;Dormant / At Risk;99;3;1019.7600000000003;0
17211.0;Dormant / At Risk;26;8;2317.220000000001;0
14467.0;Dormant / At Risk;17;4;598.7599999999999;0
15762.0;Dormant / At Risk;65;2;583.75;0
17457.0;Dormant / At Risk;126;5;1737.6999999999998;0
16217.0;Regular Customers;235;2;304.25;2
18101.0;Dormant / At Risk;11;2;223.65;0
13971.0;Dormant / At Risk;18;8;2758.26;0
17204.0;Regular Customers;175;3;1564.5600000000002;2
14758.0;Dormant / At Risk;144;4;1484.0599999999995;0
17163.0;Dormant / At Risk;21;2;293.1;0
13570.0;Regular Customers;243;1;239.49000000000004;2
13525.0;Dormant / At Risk;14;2;628.78;0
17534.0;Dormant / At Risk;53;1;223.36;0
14844.0;Dormant / At Risk;63;4;3189.8099999999995;0
17321.0;Dormant / At Risk;8;2;700.8599999999999;0
18276.0;Dormant / At Risk;43;1;335.8599999999999;0
14068.0;Regular Customers;320;1;265.85;2
13391.0;Regular Customers;203;1;59.8;2
15219.0;Regular Customers;176;1;305.75;2
17725.0;VIP / Loyalists;16;11;3439.0800000000004;4
14680.0;VIP / Loyalists;25;16;28754.11;4
15952.0;Dormant / At Risk;33;4;806.5699999999998;0
18150.0;Dormant / At Risk;32;3;566.5800000000002;0
12845.0;Regular Customers;267;4;354.09000000000003;2
17863.0;Dormant / At Risk;59;6;3159.9999999999995;0
14529.0;Dormant / At Risk;60;3;620.0399999999998;0
17091.0;Dormant / At Risk;2;7;3827.760000000002;0
13157.0;Dormant / At Risk;49;4;1741.2199999999991;0
13712.0;Regular Customers;246;1;228.83999999999997;2
17588.0;Dormant / At Risk;100;3;1240.2000000000003;0
17088.0;Dormant / At Risk;28;4;1991.009999999999;0
15797.0;Dormant / At Risk;113;4;2207.4;0
14779.0;Regular Customers;280;3;386.1499999999999;2
17901.0;Dormant / At Risk;29;1;110.38000000000001;0
15525.0;Dormant / At Risk;2;3;825.9200000000002;0
17962.0;Dormant / At Risk;142;1;102.82999999999998;0
13295.0;Regular Customers;359;1;201.2;2
17950.0;Dormant / At Risk;72;2;482.2;0
15489.0;Dormant / At Risk;22;3;1134.28;0
13419.0;Dormant / At Risk;63;1;221.05999999999995;0
18151.0;Dormant / At Risk;134;2;653.3499999999999;0
18033.0;Dormant / At Risk;65;1;97.97000000000004;0
13366.0;Dormant / At Risk;50;1;56.160000000000004;0
15123.0;Dormant / At Risk;7;2;2199.309999999999;0
14100.0;Dormant / At Risk;137;1;194.9;0
14307.0;Dormant / At Risk;88;5;2995.7200000000007;0
16705.0;VIP / Loyalists;0;12;14034.989999999989;4
17925.0;Regular Customers;372;1;244.08;2
12856.0;Dormant / At Risk;7;6;2179.9300000000007;0
16905.0;Dormant / At Risk;5;6;3102.4300000000003;0
17646.0;Regular Customers;219;3;1008.3899999999999;2
16308.0;Dormant / At Risk;37;4;2560.0;0
17919.0;Dormant / At Risk;88;1;1304.04;0
16567.0;Regular Customers;194;2;865.5999999999999;2
15065.0;Dormant / At Risk;37;4;3158.1300000000006;0
16473.0;Regular Customers;164;3;316.11;2
13577.0;Dormant / At Risk;25;4;1687.5999999999988;0
12937.0;Dormant / At Risk;15;4;1504.2700000000004;0
14477.0;Dormant / At Risk;19;4;1309.6000000000001;0
15299.0;Dormant / At Risk;67;4;4507.01;0
14158.0;Dormant / At Risk;40;1;507.66000000000014;0
15364.0;Dormant / At Risk;95;2;913.1900000000004;0
16226.0;Regular Customers;203;3;255.11999999999998;2
16506.0;Dormant / At Risk;19;2;90.30000000000001;0
14618.0;Dormant / At Risk;9;3;553.44;0
16893.0;Regular Customers;366;1;145.93000000000004;2
17517.0;Regular Customers;308;1;153.94;2
17921.0;Dormant / At Risk;64;4;826.5200000000003;0
15585.0;Regular Customers;176;1;455.30000000000007;2
12974.0;Regular Customers;197;1;144.8;2
17492.0;Regular Customers;248;1;374.57;2
15787.0;Dormant / At Risk;26;2;948.0500000000001;0
13800.0;Regular Customers;309;1;558.3199999999997;2
17438.0;Regular Customers;253;1;388.45000000000005;2
16191.0;VIP / Loyalists;2;10;5180.52;4
13487.0;Dormant / At Risk;57;3;575.4000000000001;0
13162.0;Dormant / At Risk;122;4;1688.2899999999995;0
17460.0;Dormant / At Risk;94;6;622.4299999999998;0
17063.0;Dormant / At Risk;21;4;1461.1399999999996;0
13110.0;Dormant / At Risk;31;6;1488.6700000000012;0
17509.0;Dormant / At Risk;57;3;6115.140000000001;0
16432.0;Dormant / At Risk;64;1;287.4;0
16587.0;Regular Customers;232;1;225.14999999999995;2
12984.0;Dormant / At Risk;18;1;97.5;0
15623.0;Dormant / At Risk;141;1;301.03;0
14672.0;Regular Customers;234;2;765.55;2
15457.0;Regular Customers;262;1;237.07000000000002;2
17839.0;Dormant / At Risk;42;1;338.80000000000007;0
13668.0;VIP / Loyalists;2;21;6363.589999999984;4
13782.0;Dormant / At Risk;12;6;911.9999999999992;0
13244.0;Dormant / At Risk;92;1;121.74000000000001;0
16446.0;Occasional Buyers;0;2;168472.5;1
14334.0;Dormant / At Risk;16;8;2552.2100000000005;0
13481.0;Dormant / At Risk;45;4;1804.5599999999993;0
13186.0;Dormant / At Risk;39;3;1575.8900000000003;0
14032.0;VIP / Loyalists;2;11;2975.5900000000006;4
12868.0;Regular Customers;185;6;1607.0600000000009;2
13003.0;Dormant / At Risk;105;3;149.05;0
15919.0;Dormant / At Risk;19;2;639.89;0
13369.0;Regular Customers;365;1;308.28000000000003;2
13652.0;Dormant / At Risk;45;3;1095.08;0
13742.0;VIP / Loyalists;16;11;3131.020000000001;4
15955.0;VIP / Loyalists;24;10;4416.260000000002;4
15104.0;Regular Customers;196;2;1027.44;2
16873.0;Dormant / At Risk;4;6;7123.619999999998;0
13363.0;Dormant / At Risk;17;2;992.5000000000002;0
15545.0;Dormant / At Risk;54;2;292.7199999999999;0
12966.0;Dormant / At Risk;9;1;160.18;0
13085.0;Regular Customers;157;2;416.08000000000004;2
15774.0;Dormant / At Risk;68;1;270.8;0
13070.0;Regular Customers;192;1;228.8;2
17382.0;Dormant / At Risk;65;1;65.4;0
16183.0;Dormant / At Risk;67;1;338.7100000000001;0
13300.0;Regular Customers;169;1;371.89000000000004;2
16248.0;Dormant / At Risk;61;1;152.94;0
16681.0;Dormant / At Risk;72;6;1770.3400000000004;0
14547.0;Dormant / At Risk;3;8;4007.539999999999;0
17015.0;Dormant / At Risk;28;3;1842.5599999999995;0
15453.0;Dormant / At Risk;1;7;1388.370000000001;0
17449.0;Dormant / At Risk;2;6;2520.8599999999997;0
17173.0;Dormant / At Risk;5;7;3766.5999999999985;0
13047.0;Dormant / At Risk;31;8;3237.540000000001;0
17243.0;VIP / Loyalists;1;26;8676.849999999997;4
18263.0;Dormant / At Risk;25;3;1213.16;0
17663.0;Dormant / At Risk;25;7;1802.9099999999999;0
16364.0;Dormant / At Risk;11;2;707.0399999999997;0
13563.0;Dormant / At Risk;84;2;777.5300000000001;0
17977.0;Dormant / At Risk;29;1;288.14;0
16949.0;Dormant / At Risk;3;6;1286.27;0
15712.0;Dormant / At Risk;9;5;1072.3600000000001;0
17361.0;Dormant / At Risk;49;3;488.2;0
16826.0;Dormant / At Risk;51;1;341.70000000000005;0
16504.0;Dormant / At Risk;25;1;484.37999999999977;0
15127.0;Dormant / At Risk;65;1;406.53000000000003;0
17388.0;Dormant / At Risk;77;4;1259.56;0
17126.0;Regular Customers;152;3;1004.7499999999999;2
16221.0;Dormant / At Risk;36;3;864.86;0
16206.0;Dormant / At Risk;54;4;537.06;0
14451.0;Dormant / At Risk;60;2;662.5900000000001;0
16581.0;Regular Customers;182;1;105.84;2
16665.0;Regular Customers;362;1;135.4;2
14161.0;Regular Customers;215;3;1110.52;2
15485.0;Dormant / At Risk;30;3;2575.0;0
17042.0;Dormant / At Risk;2;5;1044.3800000000003;0
16601.0;Dormant / At Risk;40;1;244.79999999999995;0
14157.0;Dormant / At Risk;19;2;432.88000000000017;0
17286.0;Dormant / At Risk;21;1;153.92000000000004;0
16916.0;Dormant / At Risk;23;2;576.2600000000003;0
14237.0;Regular Customers;373;1;161.00000000000003;2
13751.0;Regular Customers;288;1;296.24999999999994;2
14518.0;Dormant / At Risk;64;1;174.37;0
13573.0;Dormant / At Risk;50;2;294.4;0
13227.0;Regular Customers;201;1;257.7;2
16583.0;Regular Customers;373;1;233.45000000000002;2
14887.0;Dormant / At Risk;79;1;1862.0;0
15739.0;Dormant / At Risk;66;1;449.12000000000006;0
17052.0;Dormant / At Risk;28;1;413.75000000000006;0
14305.0;Dormant / At Risk;71;3;1858.9599999999998;0
14731.0;Dormant / At Risk;47;3;380.0199999999999;0
13647.0;Dormant / At Risk;9;4;1678.1200000000001;0
14113.0;Dormant / At Risk;3;4;1840.4200000000005;0
12832.0;Dormant / At Risk;32;2;383.03000000000003;0
16979.0;Dormant / At Risk;3;6;1852.0000000000005;0
15573.0;Dormant / At Risk;31;2;607.45;0
13859.0;Regular Customers;326;1;201.16;2
13946.0;Dormant / At Risk;79;3;561.57;0
12747.0;VIP / Loyalists;2;11;4196.010000000001;4
16225.0;Dormant / At Risk;44;4;1096.32;0
14890.0;Regular Customers;253;1;125.65;2
13106.0;Dormant / At Risk;133;1;76.5;0
15663.0;Dormant / At Risk;106;1;138.14000000000001;0
14653.0;Dormant / At Risk;1;6;1947.5499999999997;0
18112.0;Dormant / At Risk;12;2;352.69;0
17584.0;Dormant / At Risk;7;2;1242.3000000000002;0
15567.0;Dormant / At Risk;18;1;186.01000000000002;0
15978.0;Dormant / At Risk;77;1;1098.7800000000002;0
15463.0;Dormant / At Risk;29;1;126.14;0
17030.0;Dormant / At Risk;63;1;146.87;0
17120.0;Regular Customers;233;1;307.46;2
17985.0;Dormant / At Risk;22;1;634.9499999999999;0
17373.0;Dormant / At Risk;40;4;646.9200000000001;0
16326.0;VIP / Loyalists;5;13;3110.9600000000046;4
14031.0;VIP / Loyalists;7;17;17286.859999999997;4
14174.0;Dormant / At Risk;33;1;134.46;0
14047.0;Dormant / At Risk;8;5;1308.61;0
14696.0;Dormant / At Risk;4;7;2078.95;0
15643.0;Regular Customers;191;2;664.0000000000002;2
13058.0;Dormant / At Risk;24;3;271.4;0
17892.0;Dormant / At Risk;56;3;244.10000000000002;0
17320.0;Dormant / At Risk;100;3;1200.6199999999997;0
13507.0;Dormant / At Risk;3;4;2479.159999999999;0
14408.0;Dormant / At Risk;10;7;2606.53;0
16268.0;Dormant / At Risk;71;1;667.6499999999999;0
16517.0;Regular Customers;277;1;162.70000000000005;2
16006.0;Regular Customers;211;1;101.39999999999999;2
17913.0;Dormant / At Risk;58;2;411.6;0
15269.0;Dormant / At Risk;23;1;408.8;0
13845.0;Dormant / At Risk;64;1;312.98;0
14029.0;Dormant / At Risk;63;2;467.65999999999997;0
12921.0;VIP / Loyalists;9;23;16587.09000000002;4
15529.0;VIP / Loyalists;22;11;3995.2299999999973;4
17535.0;Regular Customers;280;1;164.39999999999998;2
15993.0;Dormant / At Risk;8;5;2797.5699999999983;0
15804.0;VIP / Loyalists;0;13;4206.389999999997;4
13196.0;Dormant / At Risk;11;3;1797.78;0
12949.0;Dormant / At Risk;30;5;4167.220000000001;0
16644.0;Regular Customers;177;2;833.7799999999996;2
16367.0;Dormant / At Risk;37;2;804.4899999999994;0
16727.0;Regular Customers;364;1;272.81999999999994;2
15341.0;Dormant / At Risk;80;1;2020.52;0
16527.0;Dormant / At Risk;81;1;228.06000000000003;0
14918.0;Dormant / At Risk;115;2;1610.1499999999996;0
13841.0;Regular Customers;252;1;85.0;2
13954.0;Dormant / At Risk;1;2;439.92;0
17720.0;Dormant / At Risk;26;4;1195.94;0
18155.0;Dormant / At Risk;75;3;371.62000000000006;0
13854.0;VIP / Loyalists;8;25;8109.5199999999995;4
15640.0;VIP / Loyalists;4;15;12515.659999999982;4
14534.0;VIP / Loyalists;2;18;4447.049999999999;4
16849.0;Regular Customers;186;1;124.57;2
14314.0;Dormant / At Risk;106;1;120.0;0
15050.0;Dormant / At Risk;25;2;1782.0900000000004;0
13790.0;Dormant / At Risk;4;1;348.79999999999995;0
15348.0;Dormant / At Risk;72;1;158.03999999999996;0
15186.0;Dormant / At Risk;14;2;411.40999999999997;0
17761.0;Dormant / At Risk;32;1;712.78;0
16451.0;Dormant / At Risk;87;1;266.97;0
17930.0;Dormant / At Risk;35;5;1740.4799999999998;0
13759.0;Dormant / At Risk;33;2;659.41;0
13868.0;Dormant / At Risk;7;2;3192.54;0
17650.0;Dormant / At Risk;21;1;166.07999999999998;0
16018.0;Dormant / At Risk;39;2;408.90000000000003;0
16721.0;Regular Customers;262;1;292.46999999999997;2
15154.0;Dormant / At Risk;75;1;296.41999999999996;0
17513.0;Dormant / At Risk;72;1;513.2;0
15700.0;Regular Customers;172;2;696.6799999999996;2
